subject,task_type,task_ordering,condition,subject_race,subject_age,subject_gender,character,opponent,simChar,simOpp,simDiff,simDiffRace,simDiffAge,simDiffGender,chosen,raceChar,ageChar,genderChar,raceOpp,ageOpp,genderOpp,subject_college,rt,data_index,AfraidChar,AfraidOpp,AfraidDiff,AngryChar,AngryOpp,AngryDiff,AttractiveChar,AttractiveOpp,AttractiveDiff,BabyfacedChar,BabyfacedOpp,BabyfacedDiff,DisgustedChar,DisgustedOpp,DisgustedDiff,DominantChar,DominantOpp,DominantDiff,FeminineChar,FeminineOpp,FeminineDiff,HappyChar,HappyOpp,HappyDiff,MasculineChar,MasculineOpp,MasculineDiff,PrototypicChar,PrototypicOpp,PrototypicDiff,SadChar,SadOpp,SadDiff,SuitabilityChar,SuitabilityOpp,SuitabilityDiff,SurprisedChar,SurprisedOpp,SurprisedDiff,ThreateningChar,ThreateningOpp,ThreateningDiff,TrustworthyChar,TrustworthyOpp,TrustworthyDiff,UnusualChar,UnusualOpp,UnusualDiff,WarmChar,WarmOpp,WarmDiff,CompetentChar,CompetentOpp,CompetentDiff,SocialStatusChar,SocialStatusOpp,SocialStatusDiff
1,choice,0,Threatening,Black,30,woman,464,270,2,3,-1,0,-1,0,1,black,52,female,black,29,female,yes,1985,0,1.481481481,1.461538462,0.019943019000000062,2.185185185,1.555555556,0.6296296289999999,2.518518519,4.62962963,-2.111111111,1.222222222,2.777777778,-1.5555555559999998,1.62962963,1.461538462,0.1680911679999999,3.0,2.923076923,0.076923077,3.814814815,5.481481481,-1.6666666660000002,2.185185185,2.653846154,-0.4686609690000001,2.44,1.518518519,0.921481481,2.5,3.3125,-0.8125,1.962962963,1.592592593,0.37037037000000006,,,,1.592592593,1.518518519,0.0740740740000001,1.923076923,1.481481481,0.4415954419999999,3.88,3.740740741,0.1392592589999997,2.703703704,2.62962963,0.07407407399999988,,,,,,,,,
1,choice,0,Threatening,Black,30,woman,81,692,0,0,0,0,0,0,0,white,21,male,latino,44,male,yes,4307,0,2.0,1.727272727,0.2727272730000001,2.172413793,3.181818182,-1.0094043890000002,3.642857143,2.090909091,1.5519480520000002,4.068965517,1.818181818,2.2507836989999994,1.655172414,2.454545455,-0.799373041,2.607142857,3.090909091,-0.48376623399999996,1.862068966,1.954545455,-0.09247648900000005,2.310344828,1.818181818,0.49216300999999985,4.24137931,4.227272727,0.014106583000000228,2.235294118,2.733333333,-0.4980392149999999,2.586206897,2.5,0.08620689699999984,,,,1.482758621,1.409090909,0.07366771200000022,2.137931034,3.0,-0.8620689659999998,3.275862069,2.454545455,0.8213166140000001,1.896551724,2.227272727,-0.33072100299999985,,,,,,,,,
1,choice,0,Threatening,Black,30,woman,692,81,0,0,0,0,0,0,1,latino,44,male,white,21,male,yes,4307,0,1.727272727,2.0,-0.2727272730000001,3.181818182,2.172413793,1.0094043890000002,2.090909091,3.642857143,-1.5519480520000002,1.818181818,4.068965517,-2.2507836989999994,2.454545455,1.655172414,0.799373041,3.090909091,2.607142857,0.48376623399999996,1.954545455,1.862068966,0.09247648900000005,1.818181818,2.310344828,-0.49216300999999985,4.227272727,4.24137931,-0.014106583000000228,2.733333333,2.235294118,0.4980392149999999,2.5,2.586206897,-0.08620689699999984,,,,1.409090909,1.482758621,-0.07366771200000022,3.0,2.137931034,0.8620689659999998,2.454545455,3.275862069,-0.8213166140000001,2.227272727,1.896551724,0.33072100299999985,,,,,,,,,
1,choice,0,Threatening,Black,30,woman,464,562,2,1,1,1,-1,1,0,black,52,female,south-asian,30,male,yes,2850,0,1.481481481,2.173913043,-0.6924315620000001,2.185185185,2.130434783,0.05475040199999981,2.518518519,5.086956522,-2.5684380030000002,1.222222222,2.869565217,-1.6473429949999998,1.62962963,2.173913043,-0.5442834130000003,3.0,,,3.814814815,2.347826087,1.466988728,2.185185185,4.739130435,-2.55394525,2.44,5.52173913,-3.0817391300000003,2.5,2.909090909,-0.4090909090000001,1.962962963,2.043478261,-0.08051529800000012,,,,1.592592593,3.434782609,-1.842190016,1.923076923,2.782608696,-0.859531773,3.88,4.826086957,-0.9460869570000003,2.703703704,2.913043478,-0.20933977400000003,,4.52173913,,,4.869565217,,,4.956521739,
1,choice,0,Threatening,Black,30,woman,562,464,1,2,-1,-1,1,-1,1,south-asian,30,male,black,52,female,yes,2850,0,2.173913043,1.481481481,0.6924315620000001,2.130434783,2.185185185,-0.05475040199999981,5.086956522,2.518518519,2.5684380030000002,2.869565217,1.222222222,1.6473429949999998,2.173913043,1.62962963,0.5442834130000003,,3.0,,2.347826087,3.814814815,-1.466988728,4.739130435,2.185185185,2.55394525,5.52173913,2.44,3.0817391300000003,2.909090909,2.5,0.4090909090000001,2.043478261,1.962962963,0.08051529800000012,,,,3.434782609,1.592592593,1.842190016,2.782608696,1.923076923,0.859531773,4.826086957,3.88,0.9460869570000003,2.913043478,2.703703704,0.20933977400000003,4.52173913,,,4.869565217,,,4.956521739,,
1,choice,0,Threatening,Black,30,woman,692,270,0,3,-3,-1,-1,-1,1,latino,44,male,black,29,female,yes,1320,0,1.727272727,1.461538462,0.26573426499999986,3.181818182,1.555555556,1.6262626260000002,2.090909091,4.62962963,-2.5387205390000003,1.818181818,2.777777778,-0.9595959599999999,2.454545455,1.461538462,0.9930069929999998,3.090909091,2.923076923,0.1678321679999999,1.954545455,5.481481481,-3.5269360260000004,1.818181818,2.653846154,-0.835664336,4.227272727,1.518518519,2.708754208,2.733333333,3.3125,-0.579166667,2.5,1.592592593,0.907407407,,,,1.409090909,1.518518519,-0.10942761000000001,3.0,1.481481481,1.518518519,2.454545455,3.740740741,-1.2861952860000003,2.227272727,2.62962963,-0.40235690300000027,,,,,,,,,
1,choice,0,Threatening,Black,30,woman,270,692,3,0,3,1,1,1,0,black,29,female,latino,44,male,yes,1320,0,1.461538462,1.727272727,-0.26573426499999986,1.555555556,3.181818182,-1.6262626260000002,4.62962963,2.090909091,2.5387205390000003,2.777777778,1.818181818,0.9595959599999999,1.461538462,2.454545455,-0.9930069929999998,2.923076923,3.090909091,-0.1678321679999999,5.481481481,1.954545455,3.5269360260000004,2.653846154,1.818181818,0.835664336,1.518518519,4.227272727,-2.708754208,3.3125,2.733333333,0.579166667,1.592592593,2.5,-0.907407407,,,,1.518518519,1.409090909,0.10942761000000001,1.481481481,3.0,-1.518518519,3.740740741,2.454545455,1.2861952860000003,2.62962963,2.227272727,0.40235690300000027,,,,,,,,,
1,choice,0,Threatening,Black,30,woman,487,464,1,2,-1,-1,0,0,1,south-asian,38,female,black,52,female,yes,1723,0,3.617647059,1.481481481,2.136165578,2.617647059,2.185185185,0.4324618739999999,2.588235294,2.518518519,0.06971677499999984,2.058823529,1.222222222,0.836601307,4.029411765,1.62962963,2.3997821349999997,,3.0,,5.058823529,3.814814815,1.2440087139999996,2.235294118,2.185185185,0.05010893300000019,2.529411765,2.44,0.08941176499999992,2.857142857,2.5,0.3571428569999999,4.705882353,1.962962963,2.74291939,,,,2.205882353,1.592592593,0.6132897599999998,3.823529412,1.923076923,1.900452489,3.529411765,3.88,-0.350588235,3.647058824,2.703703704,0.9433551200000001,2.882352941,,,2.970588235,,,2.647058824,,
1,choice,0,Threatening,Black,30,woman,464,487,2,1,1,1,0,0,0,black,52,female,south-asian,38,female,yes,1723,0,1.481481481,3.617647059,-2.136165578,2.185185185,2.617647059,-0.4324618739999999,2.518518519,2.588235294,-0.06971677499999984,1.222222222,2.058823529,-0.836601307,1.62962963,4.029411765,-2.3997821349999997,3.0,,,3.814814815,5.058823529,-1.2440087139999996,2.185185185,2.235294118,-0.05010893300000019,2.44,2.529411765,-0.08941176499999992,2.5,2.857142857,-0.3571428569999999,1.962962963,4.705882353,-2.74291939,,,,1.592592593,2.205882353,-0.6132897599999998,1.923076923,3.823529412,-1.900452489,3.88,3.529411765,0.350588235,2.703703704,3.647058824,-0.9433551200000001,,2.882352941,,,2.970588235,,,2.647058824,
1,choice,0,Threatening,Black,30,woman,562,198,1,2,-1,-1,0,0,0,south-asian,30,male,black,25,male,yes,2107,0,2.173913043,2.068965517,0.10494752600000012,2.130434783,2.103448276,0.02698650700000016,5.086956522,3.821428571,1.2655279510000002,2.869565217,3.551724138,-0.6821589210000001,2.173913043,1.821428571,0.3524844720000002,,3.172413793,,2.347826087,2.24137931,0.10644677699999994,4.739130435,2.689655172,2.0494752629999997,5.52173913,4.275862069,1.2458770609999998,2.909090909,1.814814815,1.094276094,2.043478261,2.275862069,-0.2323838079999998,,,,3.434782609,2.068965517,1.365817092,2.782608696,1.965517241,0.8170914550000001,4.826086957,3.793103448,1.0329835090000001,2.913043478,3.034482759,-0.12143928099999979,4.52173913,,,4.869565217,,,4.956521739,,
1,choice,0,Threatening,Black,30,woman,198,562,2,1,1,1,0,0,1,black,25,male,south-asian,30,male,yes,2107,0,2.068965517,2.173913043,-0.10494752600000012,2.103448276,2.130434783,-0.02698650700000016,3.821428571,5.086956522,-1.2655279510000002,3.551724138,2.869565217,0.6821589210000001,1.821428571,2.173913043,-0.3524844720000002,3.172413793,,,2.24137931,2.347826087,-0.10644677699999994,2.689655172,4.739130435,-2.0494752629999997,4.275862069,5.52173913,-1.2458770609999998,1.814814815,2.909090909,-1.094276094,2.275862069,2.043478261,0.2323838079999998,,,,2.068965517,3.434782609,-1.365817092,1.965517241,2.782608696,-0.8170914550000001,3.793103448,4.826086957,-1.0329835090000001,3.034482759,2.913043478,0.12143928099999979,,4.52173913,,,4.869565217,,,4.956521739,
1,choice,0,Threatening,Black,30,woman,487,81,1,0,1,0,0,1,1,south-asian,38,female,white,21,male,yes,5363,0,3.617647059,2.0,1.6176470589999998,2.617647059,2.172413793,0.4452332659999998,2.588235294,3.642857143,-1.0546218490000001,2.058823529,4.068965517,-2.0101419879999995,4.029411765,1.655172414,2.374239351,,2.607142857,,5.058823529,1.862068966,3.196754563,2.235294118,2.310344828,-0.07505070999999974,2.529411765,4.24137931,-1.7119675450000003,2.857142857,2.235294118,0.6218487389999998,4.705882353,2.586206897,2.119675456,,,,2.205882353,1.482758621,0.7231237319999997,3.823529412,2.137931034,1.685598378,3.529411765,3.275862069,0.2535496959999999,3.647058824,1.896551724,1.7505071,2.882352941,,,2.970588235,,,2.647058824,,
1,choice,0,Threatening,Black,30,woman,81,487,0,1,-1,0,0,-1,0,white,21,male,south-asian,38,female,yes,5363,0,2.0,3.617647059,-1.6176470589999998,2.172413793,2.617647059,-0.4452332659999998,3.642857143,2.588235294,1.0546218490000001,4.068965517,2.058823529,2.0101419879999995,1.655172414,4.029411765,-2.374239351,2.607142857,,,1.862068966,5.058823529,-3.196754563,2.310344828,2.235294118,0.07505070999999974,4.24137931,2.529411765,1.7119675450000003,2.235294118,2.857142857,-0.6218487389999998,2.586206897,4.705882353,-2.119675456,,,,1.482758621,2.205882353,-0.7231237319999997,2.137931034,3.823529412,-1.685598378,3.275862069,3.529411765,-0.2535496959999999,1.896551724,3.647058824,-1.7505071,,2.882352941,,,2.970588235,,,2.647058824,
1,choice,0,Threatening,Black,30,woman,464,198,2,2,0,0,-1,1,0,black,52,female,black,25,male,yes,1673,0,1.481481481,2.068965517,-0.587484036,2.185185185,2.103448276,0.08173690899999997,2.518518519,3.821428571,-1.302910052,1.222222222,3.551724138,-2.329501916,1.62962963,1.821428571,-0.19179894100000006,3.0,3.172413793,-0.17241379300000004,3.814814815,2.24137931,1.573435505,2.185185185,2.689655172,-0.5044699870000002,2.44,4.275862069,-1.8358620690000005,2.5,1.814814815,0.6851851849999999,1.962962963,2.275862069,-0.3128991059999999,,,,1.592592593,2.068965517,-0.4763729240000001,1.923076923,1.965517241,-0.04244031799999992,3.88,3.793103448,0.0868965519999998,2.703703704,3.034482759,-0.3307790549999998,,,,,,,,,
1,choice,0,Threatening,Black,30,woman,198,464,2,2,0,0,1,-1,1,black,25,male,black,52,female,yes,1673,0,2.068965517,1.481481481,0.587484036,2.103448276,2.185185185,-0.08173690899999997,3.821428571,2.518518519,1.302910052,3.551724138,1.222222222,2.329501916,1.821428571,1.62962963,0.19179894100000006,3.172413793,3.0,0.17241379300000004,2.24137931,3.814814815,-1.573435505,2.689655172,2.185185185,0.5044699870000002,4.275862069,2.44,1.8358620690000005,1.814814815,2.5,-0.6851851849999999,2.275862069,1.962962963,0.3128991059999999,,,,2.068965517,1.592592593,0.4763729240000001,1.965517241,1.923076923,0.04244031799999992,3.793103448,3.88,-0.0868965519999998,3.034482759,2.703703704,0.3307790549999998,,,,,,,,,
