subject,task_type,task_ordering,condition,subject_race,subject_age,subject_gender,character,opponent,simChar,simOpp,simDiff,simDiffRace,simDiffAge,simDiffGender,chosen,raceChar,ageChar,genderChar,raceOpp,ageOpp,genderOpp,subject_college,subject_ability,subject_awareness,rt,data_index,AfraidChar,AfraidOpp,AfraidDiff,AngryChar,AngryOpp,AngryDiff,AttractiveChar,AttractiveOpp,AttractiveDiff,BabyfacedChar,BabyfacedOpp,BabyfacedDiff,DisgustedChar,DisgustedOpp,DisgustedDiff,DominantChar,DominantOpp,DominantDiff,FeminineChar,FeminineOpp,FeminineDiff,HappyChar,HappyOpp,HappyDiff,MasculineChar,MasculineOpp,MasculineDiff,PrototypicChar,PrototypicOpp,PrototypicDiff,SadChar,SadOpp,SadDiff,SuitabilityChar,SuitabilityOpp,SuitabilityDiff,SurprisedChar,SurprisedOpp,SurprisedDiff,ThreateningChar,ThreateningOpp,ThreateningDiff,TrustworthyChar,TrustworthyOpp,TrustworthyDiff,UnusualChar,UnusualOpp,UnusualDiff,WarmChar,WarmOpp,WarmDiff,CompetentChar,CompetentOpp,CompetentDiff,SocialStatusChar,SocialStatusOpp,SocialStatusDiff
1,choice,1,Competitive,White,33,man,226,645,1,2,-1,0,-1,0,1,latino,21,male,black,34,male,yes,7,yes,1379,0,1.72,2.0,-0.28,1.538461538,3.28,-1.7415384619999998,4.28,3.384615385,0.8953846150000002,3.0,1.576923077,1.423076923,1.423076923,2.64,-1.2169230770000001,2.5,5.423076923,-2.923076923,1.923076923,1.346153846,0.576923077,4.2,2.5,1.7000000000000002,4.115384615,6.192307692,-2.076923077,3.6,4.340425532,-0.7404255320000002,1.692307692,2.5,-0.807692308,,,,1.923076923,1.884615385,0.03846153799999996,1.423076923,3.68,-2.256923077,4.04,3.346153846,0.693846154,2.384615385,3.076923077,-0.692307692,,,,,,,,,
1,choice,1,Competitive,White,33,man,645,226,2,1,1,0,1,0,0,black,34,male,latino,21,male,yes,7,yes,1379,0,2.0,1.72,0.28,3.28,1.538461538,1.7415384619999998,3.384615385,4.28,-0.8953846150000002,1.576923077,3.0,-1.423076923,2.64,1.423076923,1.2169230770000001,5.423076923,2.5,2.923076923,1.346153846,1.923076923,-0.576923077,2.5,4.2,-1.7000000000000002,6.192307692,4.115384615,2.076923077,4.340425532,3.6,0.7404255320000002,2.5,1.692307692,0.807692308,,,,1.884615385,1.923076923,-0.03846153799999996,3.68,1.423076923,2.256923077,3.346153846,4.04,-0.693846154,3.076923077,2.384615385,0.692307692,,,,,,,,,
1,choice,1,Competitive,White,33,man,736,735,3,3,0,0,0,0,1,white,35,male,white,34,male,yes,7,yes,2283,0,2.420454545,2.084337349,0.336117196,2.431818182,2.285714286,0.14610389600000007,2.693181818,3.476190476,-0.7830086580000004,2.227272727,2.464285714,-0.23701298699999995,2.204545455,2.178571429,0.025974026000000094,2.592592593,3.4,-0.8074074069999999,1.818181818,1.94047619,-0.12229437200000004,2.238636364,3.25,-1.011363636,4.579545455,4.869047619,-0.28950216399999995,4.28,3.630434783,0.6495652170000001,3.238636364,2.416666667,0.8219696970000001,4.0,4.346153846,-0.346153846,1.875,1.833333333,0.0416666670000001,2.568181818,2.333333333,0.23484848499999966,3.068181818,3.80952381,-0.7413419920000002,2.227272727,1.880952381,0.34632034599999995,,,,,,,,,
1,choice,1,Competitive,White,33,man,735,736,3,3,0,0,0,0,0,white,34,male,white,35,male,yes,7,yes,2283,0,2.084337349,2.420454545,-0.336117196,2.285714286,2.431818182,-0.14610389600000007,3.476190476,2.693181818,0.7830086580000004,2.464285714,2.227272727,0.23701298699999995,2.178571429,2.204545455,-0.025974026000000094,3.4,2.592592593,0.8074074069999999,1.94047619,1.818181818,0.12229437200000004,3.25,2.238636364,1.011363636,4.869047619,4.579545455,0.28950216399999995,3.630434783,4.28,-0.6495652170000001,2.416666667,3.238636364,-0.8219696970000001,4.346153846,4.0,0.346153846,1.833333333,1.875,-0.0416666670000001,2.333333333,2.568181818,-0.23484848499999966,3.80952381,3.068181818,0.7413419920000002,1.880952381,2.227272727,-0.34632034599999995,,,,,,,,,
1,choice,1,Competitive,White,33,man,645,20,2,0,2,0,1,1,1,black,34,male,latino,29,female,yes,7,yes,1676,0,2.0,2.111111111,-0.11111111100000004,3.28,2.807692308,0.4723076919999998,3.384615385,3.444444444,-0.05982905900000013,1.576923077,1.962962963,-0.38603988600000005,2.64,2.444444444,0.19555555599999996,5.423076923,2.888888889,2.534188034,1.346153846,4.740740741,-3.3945868949999998,2.5,1.851851852,0.648148148,6.192307692,1.961538462,4.23076923,4.340425532,2.911111111,1.4293144210000004,2.5,2.653846154,-0.153846154,,,,1.884615385,1.888888889,-0.004273503999999928,3.68,2.555555556,1.1244444440000003,3.346153846,2.703703704,0.642450142,3.076923077,2.592592593,0.484330484,,,,,,,,,
1,choice,1,Competitive,White,33,man,20,645,0,2,-2,0,-1,-1,0,latino,29,female,black,34,male,yes,7,yes,1676,0,2.111111111,2.0,0.11111111100000004,2.807692308,3.28,-0.4723076919999998,3.444444444,3.384615385,0.05982905900000013,1.962962963,1.576923077,0.38603988600000005,2.444444444,2.64,-0.19555555599999996,2.888888889,5.423076923,-2.534188034,4.740740741,1.346153846,3.3945868949999998,1.851851852,2.5,-0.648148148,1.961538462,6.192307692,-4.23076923,2.911111111,4.340425532,-1.4293144210000004,2.653846154,2.5,0.153846154,,,,1.888888889,1.884615385,0.004273503999999928,2.555555556,3.68,-1.1244444440000003,2.703703704,3.346153846,-0.642450142,2.592592593,3.076923077,-0.484330484,,,,,,,,,
1,choice,1,Competitive,White,33,man,226,4,1,0,1,0,0,1,0,latino,21,male,latino,23,female,yes,7,yes,1285,0,1.72,1.37037037,0.3496296299999999,1.538461538,1.407407407,0.13105413099999996,4.28,4.296296296,-0.016296296000000154,3.0,2.444444444,0.5555555559999998,1.423076923,1.5,-0.076923077,2.5,2.111111111,0.38888888899999996,1.923076923,5.423076923,-3.5,4.2,2.814814815,1.385185185,4.115384615,1.518518519,2.5968660960000003,3.6,2.666666667,0.9333333330000002,1.692307692,2.076923077,-0.38461538500000003,,,,1.923076923,1.346153846,0.576923077,1.423076923,1.37037037,0.052706552999999934,4.04,3.851851852,0.18814814800000024,2.384615385,2.111111111,0.273504274,,,,,,,,,
1,choice,1,Competitive,White,33,man,4,226,0,1,-1,0,0,-1,1,latino,23,female,latino,21,male,yes,7,yes,1285,0,1.37037037,1.72,-0.3496296299999999,1.407407407,1.538461538,-0.13105413099999996,4.296296296,4.28,0.016296296000000154,2.444444444,3.0,-0.5555555559999998,1.5,1.423076923,0.076923077,2.111111111,2.5,-0.38888888899999996,5.423076923,1.923076923,3.5,2.814814815,4.2,-1.385185185,1.518518519,4.115384615,-2.5968660960000003,2.666666667,3.6,-0.9333333330000002,2.076923077,1.692307692,0.38461538500000003,,,,1.346153846,1.923076923,-0.576923077,1.37037037,1.423076923,-0.052706552999999934,3.851851852,4.04,-0.18814814800000024,2.111111111,2.384615385,-0.273504274,,,,,,,,,
1,choice,1,Competitive,White,33,man,20,235,0,1,-1,0,0,-1,0,latino,29,female,east-asian,41,male,yes,7,yes,1553,0,2.111111111,1.4,0.7111111110000001,2.807692308,2.076923077,0.730769231,3.444444444,2.384615385,1.0598290590000001,1.962962963,1.538461538,0.4245014250000001,2.444444444,1.384615385,1.0598290590000001,2.888888889,3.0,-0.11111111100000004,4.740740741,1.038461538,3.702279203,1.851851852,1.884615385,-0.03276353300000001,1.961538462,4.730769231,-2.769230769,2.911111111,4.0,-1.0888888890000001,2.653846154,1.807692308,0.846153846,,,,1.888888889,1.2,0.688888889,2.555555556,1.88,0.675555556,2.703703704,2.769230769,-0.06552706499999994,2.592592593,1.692307692,0.900284901,,,,,,,,,
1,choice,1,Competitive,White,33,man,235,20,1,0,1,0,0,1,1,east-asian,41,male,latino,29,female,yes,7,yes,1553,0,1.4,2.111111111,-0.7111111110000001,2.076923077,2.807692308,-0.730769231,2.384615385,3.444444444,-1.0598290590000001,1.538461538,1.962962963,-0.4245014250000001,1.384615385,2.444444444,-1.0598290590000001,3.0,2.888888889,0.11111111100000004,1.038461538,4.740740741,-3.702279203,1.884615385,1.851851852,0.03276353300000001,4.730769231,1.961538462,2.769230769,4.0,2.911111111,1.0888888890000001,1.807692308,2.653846154,-0.846153846,,,,1.2,1.888888889,-0.688888889,1.88,2.555555556,-0.675555556,2.769230769,2.703703704,0.06552706499999994,1.692307692,2.592592593,-0.900284901,,,,,,,,,
1,choice,1,Competitive,White,33,man,645,4,2,0,2,0,1,1,0,black,34,male,latino,23,female,yes,7,yes,1213,0,2.0,1.37037037,0.6296296299999999,3.28,1.407407407,1.8725925929999998,3.384615385,4.296296296,-0.9116809110000004,1.576923077,2.444444444,-0.8675213670000002,2.64,1.5,1.1400000000000001,5.423076923,2.111111111,3.311965812,1.346153846,5.423076923,-4.076923077,2.5,2.814814815,-0.3148148150000001,6.192307692,1.518518519,4.673789173,4.340425532,2.666666667,1.6737588650000004,2.5,2.076923077,0.423076923,,,,1.884615385,1.346153846,0.538461539,3.68,1.37037037,2.30962963,3.346153846,3.851851852,-0.5056980059999998,3.076923077,2.111111111,0.965811966,,,,,,,,,
1,choice,1,Competitive,White,33,man,4,645,0,2,-2,0,-1,-1,1,latino,23,female,black,34,male,yes,7,yes,1213,0,1.37037037,2.0,-0.6296296299999999,1.407407407,3.28,-1.8725925929999998,4.296296296,3.384615385,0.9116809110000004,2.444444444,1.576923077,0.8675213670000002,1.5,2.64,-1.1400000000000001,2.111111111,5.423076923,-3.311965812,5.423076923,1.346153846,4.076923077,2.814814815,2.5,0.3148148150000001,1.518518519,6.192307692,-4.673789173,2.666666667,4.340425532,-1.6737588650000004,2.076923077,2.5,-0.423076923,,,,1.346153846,1.884615385,-0.538461539,1.37037037,3.68,-2.30962963,3.851851852,3.346153846,0.5056980059999998,2.111111111,3.076923077,-0.965811966,,,,,,,,,
1,choice,1,Competitive,White,33,man,736,226,3,1,2,1,1,0,0,white,35,male,latino,21,male,yes,7,yes,1222,0,2.420454545,1.72,0.7004545450000002,2.431818182,1.538461538,0.8933566440000003,2.693181818,4.28,-1.5868181820000005,2.227272727,3.0,-0.7727272730000001,2.204545455,1.423076923,0.7814685319999999,2.592592593,2.5,0.092592593,1.818181818,1.923076923,-0.10489510499999999,2.238636364,4.2,-1.9613636360000002,4.579545455,4.115384615,0.4641608399999999,4.28,3.6,0.6800000000000002,3.238636364,1.692307692,1.546328672,4.0,,,1.875,1.923076923,-0.048076922999999994,2.568181818,1.423076923,1.1451048949999998,3.068181818,4.04,-0.9718181820000003,2.227272727,2.384615385,-0.15734265800000014,,,,,,,,,
1,choice,1,Competitive,White,33,man,226,736,1,3,-2,-1,-1,0,1,latino,21,male,white,35,male,yes,7,yes,1222,0,1.72,2.420454545,-0.7004545450000002,1.538461538,2.431818182,-0.8933566440000003,4.28,2.693181818,1.5868181820000005,3.0,2.227272727,0.7727272730000001,1.423076923,2.204545455,-0.7814685319999999,2.5,2.592592593,-0.092592593,1.923076923,1.818181818,0.10489510499999999,4.2,2.238636364,1.9613636360000002,4.115384615,4.579545455,-0.4641608399999999,3.6,4.28,-0.6800000000000002,1.692307692,3.238636364,-1.546328672,,4.0,,1.923076923,1.875,0.048076922999999994,1.423076923,2.568181818,-1.1451048949999998,4.04,3.068181818,0.9718181820000003,2.384615385,2.227272727,0.15734265800000014,,,,,,,,,
1,choice,1,Competitive,White,33,man,4,426,0,2,-2,-1,0,-1,1,latino,23,female,white,29,male,yes,7,yes,1043,0,1.37037037,1.964285714,-0.593915344,1.407407407,2.071428571,-0.6640211640000002,4.296296296,1.892857143,2.4034391530000003,2.444444444,3.0,-0.5555555559999998,1.5,2.071428571,-0.5714285710000002,2.111111111,2.071428571,0.03968253999999982,5.423076923,1.785714286,3.637362637,2.814814815,1.814814815,1.0,1.518518519,4.185185185,-2.6666666660000002,2.666666667,3.431818182,-0.7651515150000003,2.076923077,3.857142857,-1.78021978,,,,1.346153846,1.928571429,-0.582417583,1.37037037,2.0,-0.6296296299999999,3.851851852,3.107142857,0.7447089949999999,2.111111111,2.428571429,-0.31746031799999974,,,,,,,,,
1,choice,1,Competitive,White,33,man,426,4,2,0,2,1,0,1,0,white,29,male,latino,23,female,yes,7,yes,1043,0,1.964285714,1.37037037,0.593915344,2.071428571,1.407407407,0.6640211640000002,1.892857143,4.296296296,-2.4034391530000003,3.0,2.444444444,0.5555555559999998,2.071428571,1.5,0.5714285710000002,2.071428571,2.111111111,-0.03968253999999982,1.785714286,5.423076923,-3.637362637,1.814814815,2.814814815,-1.0,4.185185185,1.518518519,2.6666666660000002,3.431818182,2.666666667,0.7651515150000003,3.857142857,2.076923077,1.78021978,,,,1.928571429,1.346153846,0.582417583,2.0,1.37037037,0.6296296299999999,3.107142857,3.851851852,-0.7447089949999999,2.428571429,2.111111111,0.31746031799999974,,,,,,,,,
1,choice,1,Competitive,White,33,man,736,20,3,0,3,1,1,1,1,white,35,male,latino,29,female,yes,7,yes,1825,0,2.420454545,2.111111111,0.3093434340000001,2.431818182,2.807692308,-0.3758741259999998,2.693181818,3.444444444,-0.7512626260000004,2.227272727,1.962962963,0.26430976399999984,2.204545455,2.444444444,-0.23989898900000028,2.592592593,2.888888889,-0.29629629599999996,1.818181818,4.740740741,-2.9225589229999995,2.238636364,1.851851852,0.38678451199999997,4.579545455,1.961538462,2.618006993,4.28,2.911111111,1.3688888890000004,3.238636364,2.653846154,0.58479021,4.0,,,1.875,1.888888889,-0.01388888899999996,2.568181818,2.555555556,0.012626261999999944,3.068181818,2.703703704,0.36447811399999974,2.227272727,2.592592593,-0.3653198660000001,,,,,,,,,
1,choice,1,Competitive,White,33,man,20,736,0,3,-3,-1,-1,-1,0,latino,29,female,white,35,male,yes,7,yes,1825,0,2.111111111,2.420454545,-0.3093434340000001,2.807692308,2.431818182,0.3758741259999998,3.444444444,2.693181818,0.7512626260000004,1.962962963,2.227272727,-0.26430976399999984,2.444444444,2.204545455,0.23989898900000028,2.888888889,2.592592593,0.29629629599999996,4.740740741,1.818181818,2.9225589229999995,1.851851852,2.238636364,-0.38678451199999997,1.961538462,4.579545455,-2.618006993,2.911111111,4.28,-1.3688888890000004,2.653846154,3.238636364,-0.58479021,,4.0,,1.888888889,1.875,0.01388888899999996,2.555555556,2.568181818,-0.012626261999999944,2.703703704,3.068181818,-0.36447811399999974,2.592592593,2.227272727,0.3653198660000001,,,,,,,,,
1,choice,1,Competitive,White,33,man,226,426,1,2,-1,-1,0,0,1,latino,21,male,white,29,male,yes,7,yes,1112,0,1.72,1.964285714,-0.2442857140000001,1.538461538,2.071428571,-0.5329670330000003,4.28,1.892857143,2.387142857,3.0,3.0,0.0,1.423076923,2.071428571,-0.6483516480000002,2.5,2.071428571,0.4285714289999998,1.923076923,1.785714286,0.13736263700000007,4.2,1.814814815,2.385185185,4.115384615,4.185185185,-0.06980056999999995,3.6,3.431818182,0.16818181799999987,1.692307692,3.857142857,-2.164835165,,,,1.923076923,1.928571429,-0.00549450600000001,1.423076923,2.0,-0.576923077,4.04,3.107142857,0.9328571430000001,2.384615385,2.428571429,-0.04395604399999975,,,,,,,,,
1,choice,1,Competitive,White,33,man,426,226,2,1,1,1,0,0,0,white,29,male,latino,21,male,yes,7,yes,1112,0,1.964285714,1.72,0.2442857140000001,2.071428571,1.538461538,0.5329670330000003,1.892857143,4.28,-2.387142857,3.0,3.0,0.0,2.071428571,1.423076923,0.6483516480000002,2.071428571,2.5,-0.4285714289999998,1.785714286,1.923076923,-0.13736263700000007,1.814814815,4.2,-2.385185185,4.185185185,4.115384615,0.06980056999999995,3.431818182,3.6,-0.16818181799999987,3.857142857,1.692307692,2.164835165,,,,1.928571429,1.923076923,0.00549450600000001,2.0,1.423076923,0.576923077,3.107142857,4.04,-0.9328571430000001,2.428571429,2.384615385,0.04395604399999975,,,,,,,,,
1,choice,1,Competitive,White,33,man,4,735,0,3,-3,-1,-1,-1,1,latino,23,female,white,34,male,yes,7,yes,1051,0,1.37037037,2.084337349,-0.7139669790000001,1.407407407,2.285714286,-0.8783068790000002,4.296296296,3.476190476,0.8201058200000002,2.444444444,2.464285714,-0.01984126999999969,1.5,2.178571429,-0.6785714289999998,2.111111111,3.4,-1.2888888889999999,5.423076923,1.94047619,3.482600733,2.814814815,3.25,-0.4351851849999999,1.518518519,4.869047619,-3.3505291,2.666666667,3.630434783,-0.9637681160000002,2.076923077,2.416666667,-0.3397435899999999,,4.346153846,,1.346153846,1.833333333,-0.4871794869999999,1.37037037,2.333333333,-0.9629629630000001,3.851851852,3.80952381,0.042328041999999844,2.111111111,1.880952381,0.2301587300000001,,,,,,,,,
1,choice,1,Competitive,White,33,man,735,4,3,0,3,1,1,1,0,white,34,male,latino,23,female,yes,7,yes,1051,0,2.084337349,1.37037037,0.7139669790000001,2.285714286,1.407407407,0.8783068790000002,3.476190476,4.296296296,-0.8201058200000002,2.464285714,2.444444444,0.01984126999999969,2.178571429,1.5,0.6785714289999998,3.4,2.111111111,1.2888888889999999,1.94047619,5.423076923,-3.482600733,3.25,2.814814815,0.4351851849999999,4.869047619,1.518518519,3.3505291,3.630434783,2.666666667,0.9637681160000002,2.416666667,2.076923077,0.3397435899999999,4.346153846,,,1.833333333,1.346153846,0.4871794869999999,2.333333333,1.37037037,0.9629629630000001,3.80952381,3.851851852,-0.042328041999999844,1.880952381,2.111111111,-0.2301587300000001,,,,,,,,,
1,choice,1,Competitive,White,33,man,426,736,2,3,-1,0,-1,0,0,white,29,male,white,35,male,yes,7,yes,1844,0,1.964285714,2.420454545,-0.45616883100000005,2.071428571,2.431818182,-0.360389611,1.892857143,2.693181818,-0.8003246749999997,3.0,2.227272727,0.7727272730000001,2.071428571,2.204545455,-0.13311688399999966,2.071428571,2.592592593,-0.5211640219999998,1.785714286,1.818181818,-0.03246753200000008,1.814814815,2.238636364,-0.4238215489999999,4.185185185,4.579545455,-0.39436026999999996,3.431818182,4.28,-0.848181818,3.857142857,3.238636364,0.6185064929999999,,4.0,,1.928571429,1.875,0.053571429000000004,2.0,2.568181818,-0.5681818179999998,3.107142857,3.068181818,0.03896103900000014,2.428571429,2.227272727,0.20129870199999989,,,,,,,,,
1,choice,1,Competitive,White,33,man,736,426,3,2,1,0,1,0,1,white,35,male,white,29,male,yes,7,yes,1844,0,2.420454545,1.964285714,0.45616883100000005,2.431818182,2.071428571,0.360389611,2.693181818,1.892857143,0.8003246749999997,2.227272727,3.0,-0.7727272730000001,2.204545455,2.071428571,0.13311688399999966,2.592592593,2.071428571,0.5211640219999998,1.818181818,1.785714286,0.03246753200000008,2.238636364,1.814814815,0.4238215489999999,4.579545455,4.185185185,0.39436026999999996,4.28,3.431818182,0.848181818,3.238636364,3.857142857,-0.6185064929999999,4.0,,,1.875,1.928571429,-0.053571429000000004,2.568181818,2.0,0.5681818179999998,3.068181818,3.107142857,-0.03896103900000014,2.227272727,2.428571429,-0.20129870199999989,,,,,,,,,
