subject,task_type,task_ordering,condition,subject_race,subject_age,subject_gender,character,opponent,simChar,simOpp,simDiff,simDiffRace,simDiffAge,simDiffGender,chosen,raceChar,ageChar,genderChar,raceOpp,ageOpp,genderOpp,subject_college,subject_ability,subject_awareness,rt
1,choice,1,Competitive,White,33,man,235,20,1,0,1,0,0,1,1,east-asian,41,male,latino,29,female,yes,[7],yes,1553.0
1,choice,1,Competitive,White,33,man,645,4,2,0,2,0,1,1,0,black,34,male,latino,23,female,yes,[7],yes,1213.0
1,choice,1,Competitive,White,33,man,4,645,0,2,-2,0,-1,-1,1,latino,23,female,black,34,male,yes,[7],yes,1213.0
1,choice,1,Competitive,White,33,man,736,226,3,1,2,1,1,0,0,white,35,male,latino,21,male,yes,[7],yes,1222.0
1,choice,1,Competitive,White,33,man,226,736,1,3,-2,-1,-1,0,1,latino,21,male,white,35,male,yes,[7],yes,1222.0
1,choice,1,Competitive,White,33,man,426,4,2,0,2,1,0,1,0,white,29,male,latino,23,female,yes,[7],yes,1043.0
1,choice,1,Competitive,White,33,man,4,426,0,2,-2,-1,0,-1,1,latino,23,female,white,29,male,yes,[7],yes,1043.0
1,choice,1,Competitive,White,33,man,20,736,0,3,-3,-1,-1,-1,0,latino,29,female,white,35,male,yes,[7],yes,1825.0
1,choice,1,Competitive,White,33,man,736,20,3,0,3,1,1,1,1,white,35,male,latino,29,female,yes,[7],yes,1825.0
1,choice,1,Competitive,White,33,man,426,226,2,1,1,1,0,0,0,white,29,male,latino,21,male,yes,[7],yes,1112.0
1,choice,1,Competitive,White,33,man,226,426,1,2,-1,-1,0,0,1,latino,21,male,white,29,male,yes,[7],yes,1112.0
1,choice,1,Competitive,White,33,man,735,4,3,0,3,1,1,1,0,white,34,male,latino,23,female,yes,[7],yes,1051.0
1,choice,1,Competitive,White,33,man,4,735,0,3,-3,-1,-1,-1,1,latino,23,female,white,34,male,yes,[7],yes,1051.0
1,choice,1,Competitive,White,33,man,426,736,2,3,-1,0,-1,0,0,white,29,male,white,35,male,yes,[7],yes,1844.0
1,choice,1,Competitive,White,33,man,736,426,3,2,1,0,1,0,1,white,35,male,white,29,male,yes,[7],yes,1844.0
1,choice,1,Competitive,White,33,man,20,4,0,0,0,0,0,0,0,latino,29,female,latino,23,female,yes,[7],yes,1709.0
1,choice,1,Competitive,White,33,man,4,20,0,0,0,0,0,0,1,latino,23,female,latino,29,female,yes,[7],yes,1709.0
1,choice,1,Competitive,White,33,man,235,735,1,3,-2,-1,-1,0,1,east-asian,41,male,white,34,male,yes,[7],yes,1142.0
1,choice,1,Competitive,White,33,man,735,235,3,1,2,1,1,0,0,white,34,male,east-asian,41,male,yes,[7],yes,1142.0
1,choice,1,Competitive,White,33,man,4,736,0,3,-3,-1,-1,-1,1,latino,23,female,white,35,male,yes,[7],yes,1195.0
1,choice,1,Competitive,White,33,man,736,4,3,0,3,1,1,1,0,white,35,male,latino,23,female,yes,[7],yes,1195.0
1,choice,1,Competitive,White,33,man,735,20,3,0,3,1,1,1,1,white,34,male,latino,29,female,yes,[7],yes,1243.0
1,choice,1,Competitive,White,33,man,20,735,0,3,-3,-1,-1,-1,0,latino,29,female,white,34,male,yes,[7],yes,1243.0
1,choice,1,Competitive,White,33,man,235,736,1,3,-2,-1,-1,0,1,east-asian,41,male,white,35,male,yes,[7],yes,1277.0
1,choice,1,Competitive,White,33,man,736,235,3,1,2,1,1,0,0,white,35,male,east-asian,41,male,yes,[7],yes,1277.0
1,choice,1,Competitive,White,33,man,20,426,0,2,-2,-1,0,-1,0,latino,29,female,white,29,male,yes,[7],yes,1252.0
1,choice,1,Competitive,White,33,man,426,20,2,0,2,1,0,1,1,white,29,male,latino,29,female,yes,[7],yes,1252.0
1,choice,1,Competitive,White,33,man,645,235,2,1,1,0,1,0,0,black,34,male,east-asian,41,male,yes,[7],yes,1536.0
1,choice,1,Competitive,White,33,man,235,645,1,2,-1,0,-1,0,1,east-asian,41,male,black,34,male,yes,[7],yes,1536.0
1,choice,1,Competitive,White,33,man,426,735,2,3,-1,0,-1,0,0,white,29,male,white,34,male,yes,[7],yes,1475.0
1,choice,1,Competitive,White,33,man,735,426,3,2,1,0,1,0,1,white,34,male,white,29,male,yes,[7],yes,1475.0
1,choice,1,Competitive,White,33,man,736,645,3,2,1,1,0,0,0,white,35,male,black,34,male,yes,[7],yes,1260.0
1,choice,1,Competitive,White,33,man,645,736,2,3,-1,-1,0,0,1,black,34,male,white,35,male,yes,[7],yes,1260.0
1,choice,1,Competitive,White,33,man,735,226,3,1,2,1,1,0,0,white,34,male,latino,21,male,yes,[7],yes,1269.0
1,choice,1,Competitive,White,33,man,226,735,1,3,-2,-1,-1,0,1,latino,21,male,white,34,male,yes,[7],yes,1269.0
1,choice,1,Competitive,White,33,man,235,426,1,2,-1,-1,0,0,1,east-asian,41,male,white,29,male,yes,[7],yes,1365.0
1,choice,1,Competitive,White,33,man,426,235,2,1,1,1,0,0,0,white,29,male,east-asian,41,male,yes,[7],yes,1365.0
2,choice,1,Casual,White,24,man,0,140,1,2,-1,-1,0,0,1,latino,22,female,white,24,female,yes,[6],no,6267.0
2,choice,1,Casual,White,24,man,140,0,2,1,1,1,0,0,0,white,24,female,latino,22,female,yes,[6],no,6267.0
2,choice,1,Casual,White,24,man,728,658,2,1,1,1,0,0,0,white,34,male,east-asian,25,male,yes,[6],no,3082.0
2,choice,1,Casual,White,24,man,658,728,1,2,-1,-1,0,0,1,east-asian,25,male,white,34,male,yes,[6],no,3082.0
2,choice,1,Casual,White,24,man,95,92,3,3,0,0,0,0,0,white,19,male,white,22,male,yes,[6],no,4139.0
2,choice,1,Casual,White,24,man,92,95,3,3,0,0,0,0,1,white,22,male,white,19,male,yes,[6],no,4139.0
2,choice,1,Casual,White,24,man,0,395,1,0,1,0,1,0,0,latino,22,female,east-asian,27,female,yes,[6],no,3790.0
2,choice,1,Casual,White,24,man,395,0,0,1,-1,0,-1,0,1,east-asian,27,female,latino,22,female,yes,[6],no,3790.0
2,choice,1,Casual,White,24,man,140,728,2,2,0,0,1,-1,1,white,24,female,white,34,male,yes,[6],no,2903.0
2,choice,1,Casual,White,24,man,728,140,2,2,0,0,-1,1,0,white,34,male,white,24,female,yes,[6],no,2903.0
2,choice,1,Casual,White,24,man,0,658,1,1,0,0,1,-1,1,latino,22,female,east-asian,25,male,yes,[6],no,3228.0
2,choice,1,Casual,White,24,man,658,0,1,1,0,0,-1,1,0,east-asian,25,male,latino,22,female,yes,[6],no,3228.0
2,choice,1,Casual,White,24,man,395,95,0,3,-3,-1,-1,-1,1,east-asian,27,female,white,19,male,yes,[6],no,3082.0
2,choice,1,Casual,White,24,man,95,395,3,0,3,1,1,1,0,white,19,male,east-asian,27,female,yes,[6],no,3082.0
2,choice,1,Casual,White,24,man,0,92,1,3,-2,-1,0,-1,1,latino,22,female,white,22,male,yes,[6],no,2361.0
2,choice,1,Casual,White,24,man,92,0,3,1,2,1,0,1,0,white,22,male,latino,22,female,yes,[6],no,2361.0
2,choice,1,Casual,White,24,man,395,140,0,2,-2,-1,-1,0,1,east-asian,27,female,white,24,female,yes,[6],no,2654.0
2,choice,1,Casual,White,24,man,140,395,2,0,2,1,1,0,0,white,24,female,east-asian,27,female,yes,[6],no,2654.0
2,choice,1,Casual,White,24,man,728,95,2,3,-1,0,-1,0,1,white,34,male,white,19,male,yes,[6],no,2745.0
2,choice,1,Casual,White,24,man,95,728,3,2,1,0,1,0,0,white,19,male,white,34,male,yes,[6],no,2745.0
2,choice,1,Casual,White,24,man,92,395,3,0,3,1,1,1,0,white,22,male,east-asian,27,female,yes,[6],no,1858.0
2,choice,1,Casual,White,24,man,395,92,0,3,-3,-1,-1,-1,1,east-asian,27,female,white,22,male,yes,[6],no,1858.0
2,choice,1,Casual,White,24,man,512,728,0,2,-2,-1,0,-1,1,black,32,female,white,34,male,yes,[6],no,1811.0
2,choice,1,Casual,White,24,man,728,512,2,0,2,1,0,1,0,white,34,male,black,32,female,yes,[6],no,1811.0
2,choice,1,Casual,White,24,man,140,95,2,3,-1,0,0,-1,1,white,24,female,white,19,male,yes,[6],no,1844.0
2,choice,1,Casual,White,24,man,95,140,3,2,1,0,0,1,0,white,19,male,white,24,female,yes,[6],no,1844.0
2,choice,1,Casual,White,24,man,512,92,0,3,-3,-1,-1,-1,1,black,32,female,white,22,male,yes,[6],no,1573.0
2,choice,1,Casual,White,24,man,92,512,3,0,3,1,1,1,0,white,22,male,black,32,female,yes,[6],no,1573.0
2,choice,1,Casual,White,24,man,658,95,1,3,-2,-1,-1,0,1,east-asian,25,male,white,19,male,yes,[6],no,2506.0
2,choice,1,Casual,White,24,man,95,658,3,1,2,1,1,0,0,white,19,male,east-asian,25,male,yes,[6],no,2506.0
2,choice,1,Casual,White,24,man,140,512,2,0,2,1,1,0,0,white,24,female,black,32,female,yes,[6],no,2622.0
2,choice,1,Casual,White,24,man,512,140,0,2,-2,-1,-1,0,1,black,32,female,white,24,female,yes,[6],no,2622.0
2,choice,1,Casual,White,24,man,658,92,1,3,-2,-1,-1,0,1,east-asian,25,male,white,22,male,yes,[6],no,1292.0
2,choice,1,Casual,White,24,man,92,658,3,1,2,1,1,0,0,white,22,male,east-asian,25,male,yes,[6],no,1292.0
2,choice,1,Casual,White,24,man,0,512,1,0,1,0,1,0,0,latino,22,female,black,32,female,yes,[6],no,1304.0
2,choice,1,Casual,White,24,man,512,0,0,1,-1,0,-1,0,1,black,32,female,latino,22,female,yes,[6],no,1304.0
2,choice,1,Casual,White,24,man,92,140,3,2,1,0,0,1,0,white,22,male,white,24,female,yes,[6],no,2565.0
2,choice,1,Casual,White,24,man,140,92,2,3,-1,0,0,-1,1,white,24,female,white,22,male,yes,[6],no,2565.0
2,choice,1,Casual,White,24,man,95,512,3,0,3,1,1,1,0,white,19,male,black,32,female,yes,[6],no,1978.0
2,choice,1,Casual,White,24,man,512,95,0,3,-3,-1,-1,-1,1,black,32,female,white,19,male,yes,[6],no,1978.0
2,choice,1,Casual,White,24,man,728,395,2,0,2,1,0,1,0,white,34,male,east-asian,27,female,yes,[6],no,1147.0
2,choice,1,Casual,White,24,man,395,728,0,2,-2,-1,0,-1,1,east-asian,27,female,white,34,male,yes,[6],no,1147.0
2,choice,1,Casual,White,24,man,658,512,1,0,1,0,0,1,0,east-asian,25,male,black,32,female,yes,[6],no,2429.0
2,choice,1,Casual,White,24,man,512,658,0,1,-1,0,0,-1,1,black,32,female,east-asian,25,male,yes,[6],no,2429.0
2,choice,1,Casual,White,24,man,0,728,1,2,-1,-1,1,-1,1,latino,22,female,white,34,male,yes,[6],no,1642.0
2,choice,1,Casual,White,24,man,728,0,2,1,1,1,-1,1,0,white,34,male,latino,22,female,yes,[6],no,1642.0
2,choice,1,Casual,White,24,man,395,512,0,0,0,0,0,0,0,east-asian,27,female,black,32,female,yes,[6],no,2091.0
2,choice,1,Casual,White,24,man,512,395,0,0,0,0,0,0,1,black,32,female,east-asian,27,female,yes,[6],no,2091.0
2,choice,1,Casual,White,24,man,140,658,2,1,1,1,1,-1,1,white,24,female,east-asian,25,male,yes,[6],no,1563.0
2,choice,1,Casual,White,24,man,658,140,1,2,-1,-1,-1,1,0,east-asian,25,male,white,24,female,yes,[6],no,1563.0
2,choice,1,Casual,White,24,man,728,92,2,3,-1,0,-1,0,1,white,34,male,white,22,male,yes,[6],no,2723.0
2,choice,1,Casual,White,24,man,92,728,3,2,1,0,1,0,0,white,22,male,white,34,male,yes,[6],no,2723.0
2,choice,1,Casual,White,24,man,0,95,1,3,-2,-1,0,-1,1,latino,22,female,white,19,male,yes,[6],no,1529.0
2,choice,1,Casual,White,24,man,95,0,3,1,2,1,0,1,0,white,19,male,latino,22,female,yes,[6],no,1529.0
2,choice,1,Casual,White,24,man,658,395,1,0,1,0,0,1,0,east-asian,25,male,east-asian,27,female,yes,[6],no,1574.0
2,choice,1,Casual,White,24,man,395,658,0,1,-1,0,0,-1,1,east-asian,27,female,east-asian,25,male,yes,[6],no,1574.0
3,choice,1,Casual,White,35,man,222,6,1,0,1,0,0,1,0,latino,22,male,latino,22,female,yes,[8],no,7661.0
3,choice,1,Casual,White,35,man,6,222,0,1,-1,0,0,-1,1,latino,22,female,latino,22,male,yes,[8],no,7661.0
3,choice,1,Casual,White,35,man,737,730,3,3,0,0,0,0,0,white,37,male,white,33,male,yes,[8],no,2661.0
3,choice,1,Casual,White,35,man,730,737,3,3,0,0,0,0,1,white,33,male,white,37,male,yes,[8],no,2661.0
3,choice,1,Casual,White,35,man,6,694,0,1,-1,0,0,-1,1,latino,22,female,latino,50,male,yes,[8],no,2541.0
3,choice,1,Casual,White,35,man,694,6,1,0,1,0,0,1,0,latino,50,male,latino,22,female,yes,[8],no,2541.0
3,choice,1,Casual,White,35,man,630,737,1,3,-2,-1,-1,0,0,black,39,male,white,37,male,yes,[8],no,3765.0
3,choice,1,Casual,White,35,man,737,630,3,1,2,1,1,0,1,white,37,male,black,39,male,yes,[8],no,3765.0
3,choice,1,Casual,White,35,man,222,299,1,0,1,0,0,1,0,latino,22,male,east-asian,45,female,yes,[8],no,1900.0
3,choice,1,Casual,White,35,man,299,222,0,1,-1,0,0,-1,1,east-asian,45,female,latino,22,male,yes,[8],no,1900.0
3,choice,1,Casual,White,35,man,577,730,2,3,-1,0,-1,0,0,white,41,male,white,33,male,yes,[8],no,2078.0
3,choice,1,Casual,White,35,man,730,577,3,2,1,0,1,0,1,white,33,male,white,41,male,yes,[8],no,2078.0
3,choice,1,Casual,White,35,man,630,222,1,1,0,0,0,0,1,black,39,male,latino,22,male,yes,[8],no,2686.0
3,choice,1,Casual,White,35,man,222,630,1,1,0,0,0,0,0,latino,22,male,black,39,male,yes,[8],no,2686.0
3,choice,1,Casual,White,35,man,6,299,0,0,0,0,0,0,1,latino,22,female,east-asian,45,female,yes,[8],no,4391.0
3,choice,1,Casual,White,35,man,299,6,0,0,0,0,0,0,0,east-asian,45,female,latino,22,female,yes,[8],no,4391.0
3,choice,1,Casual,White,35,man,222,737,1,3,-2,-1,-1,0,1,latino,22,male,white,37,male,yes,[8],no,5184.0
3,choice,1,Casual,White,35,man,737,222,3,1,2,1,1,0,0,white,37,male,latino,22,male,yes,[8],no,5184.0
3,choice,1,Casual,White,35,man,630,299,1,0,1,0,0,1,0,black,39,male,east-asian,45,female,yes,[8],no,3225.0
3,choice,1,Casual,White,35,man,299,630,0,1,-1,0,0,-1,1,east-asian,45,female,black,39,male,yes,[8],no,3225.0
3,choice,1,Casual,White,35,man,222,577,1,2,-1,-1,0,0,0,latino,22,male,white,41,male,yes,[8],no,2847.0
3,choice,1,Casual,White,35,man,577,222,2,1,1,1,0,0,1,white,41,male,latino,22,male,yes,[8],no,2847.0
3,choice,1,Casual,White,35,man,694,630,1,1,0,0,0,0,0,latino,50,male,black,39,male,yes,[8],no,1521.0
3,choice,1,Casual,White,35,man,630,694,1,1,0,0,0,0,1,black,39,male,latino,50,male,yes,[8],no,1521.0
3,choice,1,Casual,White,35,man,577,299,2,0,2,1,0,1,0,white,41,male,east-asian,45,female,yes,[8],no,2212.0
3,choice,1,Casual,White,35,man,299,577,0,2,-2,-1,0,-1,1,east-asian,45,female,white,41,male,yes,[8],no,2212.0
3,choice,1,Casual,White,35,man,730,6,3,0,3,1,1,1,0,white,33,male,latino,22,female,yes,[8],no,2205.0
3,choice,1,Casual,White,35,man,6,730,0,3,-3,-1,-1,-1,1,latino,22,female,white,33,male,yes,[8],no,2205.0
3,choice,1,Casual,White,35,man,737,299,3,0,3,1,1,1,0,white,37,male,east-asian,45,female,yes,[8],no,1853.0
3,choice,1,Casual,White,35,man,299,737,0,3,-3,-1,-1,-1,1,east-asian,45,female,white,37,male,yes,[8],no,1853.0
3,choice,1,Casual,White,35,man,6,577,0,2,-2,-1,0,-1,1,latino,22,female,white,41,male,yes,[8],no,1362.0
3,choice,1,Casual,White,35,man,577,6,2,0,2,1,0,1,0,white,41,male,latino,22,female,yes,[8],no,1362.0
3,choice,1,Casual,White,35,man,730,222,3,1,2,1,1,0,0,white,33,male,latino,22,male,yes,[8],no,1969.0
3,choice,1,Casual,White,35,man,222,730,1,3,-2,-1,-1,0,1,latino,22,male,white,33,male,yes,[8],no,1969.0
3,choice,1,Casual,White,35,man,694,299,1,0,1,0,0,1,0,latino,50,male,east-asian,45,female,yes,[8],no,1227.0
3,choice,1,Casual,White,35,man,299,694,0,1,-1,0,0,-1,1,east-asian,45,female,latino,50,male,yes,[8],no,1227.0
3,choice,1,Casual,White,35,man,6,737,0,3,-3,-1,-1,-1,1,latino,22,female,white,37,male,yes,[8],no,1893.0
3,choice,1,Casual,White,35,man,737,6,3,0,3,1,1,1,0,white,37,male,latino,22,female,yes,[8],no,1893.0
3,choice,1,Casual,White,35,man,630,577,1,2,-1,-1,0,0,1,black,39,male,white,41,male,yes,[8],no,1577.0
3,choice,1,Casual,White,35,man,577,630,2,1,1,1,0,0,0,white,41,male,black,39,male,yes,[8],no,1577.0
3,choice,1,Casual,White,35,man,730,299,3,0,3,1,1,1,0,white,33,male,east-asian,45,female,yes,[8],no,1333.0
3,choice,1,Casual,White,35,man,299,730,0,3,-3,-1,-1,-1,1,east-asian,45,female,white,33,male,yes,[8],no,1333.0
3,choice,1,Casual,White,35,man,577,737,2,3,-1,0,-1,0,1,white,41,male,white,37,male,yes,[8],no,3975.0
3,choice,1,Casual,White,35,man,737,577,3,2,1,0,1,0,0,white,37,male,white,41,male,yes,[8],no,3975.0
3,choice,1,Casual,White,35,man,222,694,1,1,0,0,0,0,0,latino,22,male,latino,50,male,yes,[8],no,4171.0
3,choice,1,Casual,White,35,man,694,222,1,1,0,0,0,0,1,latino,50,male,latino,22,male,yes,[8],no,4171.0
3,choice,1,Casual,White,35,man,730,630,3,1,2,1,1,0,0,white,33,male,black,39,male,yes,[8],no,1631.0
3,choice,1,Casual,White,35,man,630,730,1,3,-2,-1,-1,0,1,black,39,male,white,33,male,yes,[8],no,1631.0
3,choice,1,Casual,White,35,man,694,577,1,2,-1,-1,0,0,0,latino,50,male,white,41,male,yes,[8],no,1723.0
3,choice,1,Casual,White,35,man,577,694,2,1,1,1,0,0,1,white,41,male,latino,50,male,yes,[8],no,1723.0
3,choice,1,Casual,White,35,man,630,6,1,0,1,0,0,1,0,black,39,male,latino,22,female,yes,[8],no,1518.0
3,choice,1,Casual,White,35,man,6,630,0,1,-1,0,0,-1,1,latino,22,female,black,39,male,yes,[8],no,1518.0
3,choice,1,Casual,White,35,man,694,737,1,3,-2,-1,-1,0,0,latino,50,male,white,37,male,yes,[8],no,1975.0
3,choice,1,Casual,White,35,man,737,694,3,1,2,1,1,0,1,white,37,male,latino,50,male,yes,[8],no,1975.0
3,choice,1,Casual,White,35,man,730,694,3,1,2,1,1,0,1,white,33,male,latino,50,male,yes,[8],no,2729.0
3,choice,1,Casual,White,35,man,694,730,1,3,-2,-1,-1,0,0,latino,50,male,white,33,male,yes,[8],no,2729.0
4,choice,0,Casual,White,28,man,402,380,1,0,1,0,1,0,0,east-asian,29,female,east-asian,23,female,yes,[6],yes,4843.0
4,choice,0,Casual,White,28,man,380,402,0,1,-1,0,-1,0,1,east-asian,23,female,east-asian,29,female,yes,[6],yes,4843.0
4,choice,0,Casual,White,28,man,425,531,3,1,2,0,1,1,0,white,31,male,white,36,female,yes,[6],yes,2539.0
4,choice,0,Casual,White,28,man,531,425,1,3,-2,0,-1,-1,1,white,36,female,white,31,male,yes,[6],yes,2539.0
4,choice,0,Casual,White,28,man,313,380,2,0,2,1,1,0,1,white,26,female,east-asian,23,female,yes,[6],yes,3431.0
4,choice,0,Casual,White,28,man,380,313,0,2,-2,-1,-1,0,0,east-asian,23,female,white,26,female,yes,[6],yes,3431.0
4,choice,0,Casual,White,28,man,531,460,1,3,-2,0,-1,-1,1,white,36,female,white,27,male,yes,[6],yes,1858.0
4,choice,0,Casual,White,28,man,460,531,3,1,2,0,1,1,0,white,27,male,white,36,female,yes,[6],yes,1858.0
4,choice,0,Casual,White,28,man,380,425,0,3,-3,-1,-1,-1,1,east-asian,23,female,white,31,male,yes,[6],yes,1571.0
4,choice,0,Casual,White,28,man,425,380,3,0,3,1,1,1,0,white,31,male,east-asian,23,female,yes,[6],yes,1571.0
4,choice,0,Casual,White,28,man,495,647,0,2,-2,0,-1,-1,0,black,37,female,east-asian,25,male,yes,[6],yes,3757.0
4,choice,0,Casual,White,28,man,647,495,2,0,2,0,1,1,1,east-asian,25,male,black,37,female,yes,[6],yes,3757.0
4,choice,0,Casual,White,28,man,460,425,3,3,0,0,0,0,1,white,27,male,white,31,male,yes,[6],yes,3761.0
4,choice,0,Casual,White,28,man,425,460,3,3,0,0,0,0,0,white,31,male,white,27,male,yes,[6],yes,3761.0
4,choice,0,Casual,White,28,man,647,531,2,1,1,-1,1,1,0,east-asian,25,male,white,36,female,yes,[6],yes,2282.0
4,choice,0,Casual,White,28,man,531,647,1,2,-1,1,-1,-1,1,white,36,female,east-asian,25,male,yes,[6],yes,2282.0
4,choice,0,Casual,White,28,man,495,402,0,1,-1,0,-1,0,0,black,37,female,east-asian,29,female,yes,[6],yes,3183.0
4,choice,0,Casual,White,28,man,402,495,1,0,1,0,1,0,1,east-asian,29,female,black,37,female,yes,[6],yes,3183.0
4,choice,0,Casual,White,28,man,647,460,2,3,-1,-1,0,0,1,east-asian,25,male,white,27,male,yes,[6],yes,1465.0
4,choice,0,Casual,White,28,man,460,647,3,2,1,1,0,0,0,white,27,male,east-asian,25,male,yes,[6],yes,1465.0
4,choice,0,Casual,White,28,man,425,495,3,0,3,1,1,1,0,white,31,male,black,37,female,yes,[6],yes,1526.0
4,choice,0,Casual,White,28,man,495,425,0,3,-3,-1,-1,-1,1,black,37,female,white,31,male,yes,[6],yes,1526.0
4,choice,0,Casual,White,28,man,647,380,2,0,2,0,1,1,0,east-asian,25,male,east-asian,23,female,yes,[6],yes,2069.0
4,choice,0,Casual,White,28,man,380,647,0,2,-2,0,-1,-1,1,east-asian,23,female,east-asian,25,male,yes,[6],yes,2069.0
4,choice,0,Casual,White,28,man,313,402,2,1,1,1,0,0,1,white,26,female,east-asian,29,female,yes,[6],yes,1944.0
4,choice,0,Casual,White,28,man,402,313,1,2,-1,-1,0,0,0,east-asian,29,female,white,26,female,yes,[6],yes,1944.0
4,choice,0,Casual,White,28,man,380,460,0,3,-3,-1,-1,-1,1,east-asian,23,female,white,27,male,yes,[6],yes,1341.0
4,choice,0,Casual,White,28,man,460,380,3,0,3,1,1,1,0,white,27,male,east-asian,23,female,yes,[6],yes,1341.0
4,choice,0,Casual,White,28,man,647,425,2,3,-1,-1,0,0,1,east-asian,25,male,white,31,male,yes,[6],yes,745.0
4,choice,0,Casual,White,28,man,425,647,3,2,1,1,0,0,0,white,31,male,east-asian,25,male,yes,[6],yes,745.0
4,choice,0,Casual,White,28,man,380,531,0,1,-1,-1,0,0,1,east-asian,23,female,white,36,female,yes,[6],yes,1301.0
4,choice,0,Casual,White,28,man,531,380,1,0,1,1,0,0,0,white,36,female,east-asian,23,female,yes,[6],yes,1301.0
4,choice,0,Casual,White,28,man,460,313,3,2,1,0,0,1,0,white,27,male,white,26,female,yes,[6],yes,951.0
4,choice,0,Casual,White,28,man,313,460,2,3,-1,0,0,-1,1,white,26,female,white,27,male,yes,[6],yes,951.0
4,choice,0,Casual,White,28,man,402,425,1,3,-2,-1,0,-1,1,east-asian,29,female,white,31,male,yes,[6],yes,1986.0
4,choice,0,Casual,White,28,man,425,402,3,1,2,1,0,1,0,white,31,male,east-asian,29,female,yes,[6],yes,1986.0
4,choice,0,Casual,White,28,man,647,313,2,2,0,-1,0,1,0,east-asian,25,male,white,26,female,yes,[6],yes,1131.0
4,choice,0,Casual,White,28,man,313,647,2,2,0,1,0,-1,1,white,26,female,east-asian,25,male,yes,[6],yes,1131.0
4,choice,0,Casual,White,28,man,495,380,0,0,0,0,0,0,0,black,37,female,east-asian,23,female,yes,[6],yes,30858.0
4,choice,0,Casual,White,28,man,380,495,0,0,0,0,0,0,1,east-asian,23,female,black,37,female,yes,[6],yes,30858.0
4,choice,0,Casual,White,28,man,647,402,2,1,1,0,0,1,1,east-asian,25,male,east-asian,29,female,yes,[6],yes,3748.0
4,choice,0,Casual,White,28,man,402,647,1,2,-1,0,0,-1,0,east-asian,29,female,east-asian,25,male,yes,[6],yes,3748.0
4,choice,0,Casual,White,28,man,313,531,2,1,1,0,1,0,1,white,26,female,white,36,female,yes,[6],yes,1521.0
4,choice,0,Casual,White,28,man,531,313,1,2,-1,0,-1,0,0,white,36,female,white,26,female,yes,[6],yes,1521.0
4,choice,0,Casual,White,28,man,460,495,3,0,3,1,1,1,0,white,27,male,black,37,female,yes,[6],yes,4099.0
4,choice,0,Casual,White,28,man,495,460,0,3,-3,-1,-1,-1,1,black,37,female,white,27,male,yes,[6],yes,4099.0
4,choice,0,Casual,White,28,man,425,313,3,2,1,0,0,1,0,white,31,male,white,26,female,yes,[6],yes,1328.0
