subject,task_type,task_ordering,condition,subject_race,subject_age,subject_gender,character,opponent,simChar,simOpp,simDiff,simDiffRace,simDiffAge,simDiffGender,chosen,raceChar,ageChar,genderChar,raceOpp,ageOpp,genderOpp,subject_college,subject_ability,subject_awareness,rt
2,choice,0,Competitive,East/Southeast Asian,40,man,181,364,1,2,-1,0,0,-1,1,south-asian,43,female,south-asian,45,male,yes,[6],yes,734
2,choice,0,Competitive,East/Southeast Asian,40,man,238,329,3,0,3,1,1,1,1,east-asian,41,male,white,24,female,yes,[6],yes,877
2,choice,0,Competitive,East/Southeast Asian,40,man,329,238,0,3,-3,-1,-1,-1,0,white,24,female,east-asian,41,male,yes,[6],yes,877
2,choice,0,Competitive,East/Southeast Asian,40,man,487,683,0,2,-2,-1,0,-1,0,south-asian,38,female,east-asian,24,male,yes,[6],yes,877
2,choice,0,Competitive,East/Southeast Asian,40,man,683,487,2,0,2,1,0,1,1,east-asian,24,male,south-asian,38,female,yes,[6],yes,877
2,choice,0,Competitive,East/Southeast Asian,40,man,181,329,1,0,1,0,1,0,0,south-asian,43,female,white,24,female,yes,[6],yes,854
2,choice,0,Competitive,East/Southeast Asian,40,man,329,181,0,1,-1,0,-1,0,1,white,24,female,south-asian,43,female,yes,[6],yes,854
2,choice,0,Competitive,East/Southeast Asian,40,man,235,364,3,2,1,1,0,0,0,east-asian,41,male,south-asian,45,male,yes,[6],yes,869
2,choice,0,Competitive,East/Southeast Asian,40,man,364,235,2,3,-1,-1,0,0,1,south-asian,45,male,east-asian,41,male,yes,[6],yes,869
3,choice,0,Casual,East/Southeast Asian,31,woman,121,578,0,0,0,0,0,0,1,black,22,male,white,43,male,yes,[6],no,6234
3,choice,0,Casual,East/Southeast Asian,31,woman,578,121,0,0,0,0,0,0,0,white,43,male,black,22,male,yes,[6],no,6234
3,choice,0,Casual,East/Southeast Asian,31,woman,469,377,1,2,-1,-1,0,0,0,black,48,female,east-asian,23,female,yes,[6],no,4199
3,choice,0,Casual,East/Southeast Asian,31,woman,377,469,2,1,1,1,0,0,1,east-asian,23,female,black,48,female,yes,[6],no,4199
3,choice,0,Casual,East/Southeast Asian,31,woman,121,388,0,3,-3,-1,-1,-1,0,black,22,male,east-asian,30,female,yes,[6],no,2483
3,choice,0,Casual,East/Southeast Asian,31,woman,388,121,3,0,3,1,1,1,1,east-asian,30,female,black,22,male,yes,[6],no,2483
3,choice,0,Casual,East/Southeast Asian,31,woman,248,469,2,1,1,0,1,0,1,black,29,female,black,48,female,yes,[6],no,2315
3,choice,0,Casual,East/Southeast Asian,31,woman,469,248,1,2,-1,0,-1,0,0,black,48,female,black,29,female,yes,[6],no,2315
3,choice,0,Casual,East/Southeast Asian,31,woman,388,578,3,0,3,1,1,1,1,east-asian,30,female,white,43,male,yes,[6],no,2763
3,choice,0,Casual,East/Southeast Asian,31,woman,578,388,0,3,-3,-1,-1,-1,0,white,43,male,east-asian,30,female,yes,[6],no,2763
3,choice,0,Casual,East/Southeast Asian,31,woman,121,469,0,1,-1,0,0,-1,0,black,22,male,black,48,female,yes,[6],no,2494
3,choice,0,Casual,East/Southeast Asian,31,woman,469,121,1,0,1,0,0,1,1,black,48,female,black,22,male,yes,[6],no,2494
3,choice,0,Casual,East/Southeast Asian,31,woman,578,248,0,2,-2,0,-1,-1,0,white,43,male,black,29,female,yes,[6],no,3945
3,choice,0,Casual,East/Southeast Asian,31,woman,248,578,2,0,2,0,1,1,1,black,29,female,white,43,male,yes,[6],no,3945
3,choice,0,Casual,East/Southeast Asian,31,woman,388,180,3,1,2,1,1,0,1,east-asian,30,female,south-asian,49,female,yes,[6],no,2254
3,choice,0,Casual,East/Southeast Asian,31,woman,180,388,1,3,-2,-1,-1,0,0,south-asian,49,female,east-asian,30,female,yes,[6],no,2254
3,choice,0,Casual,East/Southeast Asian,31,woman,121,248,0,2,-2,0,-1,-1,0,black,22,male,black,29,female,yes,[6],no,1935
3,choice,0,Casual,East/Southeast Asian,31,woman,248,121,2,0,2,0,1,1,1,black,29,female,black,22,male,yes,[6],no,1935
3,choice,0,Casual,East/Southeast Asian,31,woman,578,180,0,1,-1,0,0,-1,1,white,43,male,south-asian,49,female,yes,[6],no,2315
3,choice,0,Casual,East/Southeast Asian,31,woman,180,578,1,0,1,0,0,1,0,south-asian,49,female,white,43,male,yes,[6],no,2315
3,choice,0,Casual,East/Southeast Asian,31,woman,377,405,2,3,-1,0,-1,0,0,east-asian,23,female,east-asian,31,female,yes,[6],no,6147
3,choice,0,Casual,East/Southeast Asian,31,woman,405,377,3,2,1,0,1,0,1,east-asian,31,female,east-asian,23,female,yes,[6],no,6147
3,choice,0,Casual,East/Southeast Asian,31,woman,388,248,3,2,1,1,0,0,0,east-asian,30,female,black,29,female,yes,[6],no,3316
3,choice,0,Casual,East/Southeast Asian,31,woman,248,388,2,3,-1,-1,0,0,1,black,29,female,east-asian,30,female,yes,[6],no,3316
3,choice,0,Casual,East/Southeast Asian,31,woman,121,377,0,2,-2,-1,0,-1,0,black,22,male,east-asian,23,female,yes,[6],no,3606
3,choice,0,Casual,East/Southeast Asian,31,woman,377,121,2,0,2,1,0,1,1,east-asian,23,female,black,22,male,yes,[6],no,3606
3,choice,0,Casual,East/Southeast Asian,31,woman,469,388,1,3,-2,-1,-1,0,0,black,48,female,east-asian,30,female,yes,[6],no,2595
3,choice,0,Casual,East/Southeast Asian,31,woman,388,469,3,1,2,1,1,0,1,east-asian,30,female,black,48,female,yes,[6],no,2595
3,choice,0,Casual,East/Southeast Asian,31,woman,377,180,2,1,1,1,0,0,1,east-asian,23,female,south-asian,49,female,yes,[6],no,2219
3,choice,0,Casual,East/Southeast Asian,31,woman,180,377,1,2,-1,-1,0,0,0,south-asian,49,female,east-asian,23,female,yes,[6],no,2219
3,choice,0,Casual,East/Southeast Asian,31,woman,405,121,3,0,3,1,1,1,1,east-asian,31,female,black,22,male,yes,[6],no,1622
3,choice,0,Casual,East/Southeast Asian,31,woman,121,405,0,3,-3,-1,-1,-1,0,black,22,male,east-asian,31,female,yes,[6],no,1622
3,choice,0,Casual,East/Southeast Asian,31,woman,578,377,0,2,-2,-1,0,-1,0,white,43,male,east-asian,23,female,yes,[6],no,2860
3,choice,0,Casual,East/Southeast Asian,31,woman,377,578,2,0,2,1,0,1,1,east-asian,23,female,white,43,male,yes,[6],no,2860
3,choice,0,Casual,East/Southeast Asian,31,woman,248,180,2,1,1,0,1,0,1,black,29,female,south-asian,49,female,yes,[6],no,2764
3,choice,0,Casual,East/Southeast Asian,31,woman,180,248,1,2,-1,0,-1,0,0,south-asian,49,female,black,29,female,yes,[6],no,2764
3,choice,0,Casual,East/Southeast Asian,31,woman,377,388,2,3,-1,0,-1,0,0,east-asian,23,female,east-asian,30,female,yes,[6],no,1459
3,choice,0,Casual,East/Southeast Asian,31,woman,388,377,3,2,1,0,1,0,1,east-asian,30,female,east-asian,23,female,yes,[6],no,1459
3,choice,0,Casual,East/Southeast Asian,31,woman,121,180,0,1,-1,0,0,-1,0,black,22,male,south-asian,49,female,yes,[6],no,1554
3,choice,0,Casual,East/Southeast Asian,31,woman,180,121,1,0,1,0,0,1,1,south-asian,49,female,black,22,male,yes,[6],no,1554
3,choice,0,Casual,East/Southeast Asian,31,woman,578,469,0,1,-1,0,0,-1,1,white,43,male,black,48,female,yes,[6],no,1447
3,choice,0,Casual,East/Southeast Asian,31,woman,469,578,1,0,1,0,0,1,0,black,48,female,white,43,male,yes,[6],no,1447
3,choice,0,Casual,East/Southeast Asian,31,woman,248,377,2,2,0,-1,1,0,1,black,29,female,east-asian,23,female,yes,[6],no,1758
3,choice,0,Casual,East/Southeast Asian,31,woman,377,248,2,2,0,1,-1,0,0,east-asian,23,female,black,29,female,yes,[6],no,1758
3,choice,0,Casual,East/Southeast Asian,31,woman,405,578,3,0,3,1,1,1,1,east-asian,31,female,white,43,male,yes,[6],no,1243
3,choice,0,Casual,East/Southeast Asian,31,woman,578,405,0,3,-3,-1,-1,-1,0,white,43,male,east-asian,31,female,yes,[6],no,1243
3,choice,0,Casual,East/Southeast Asian,31,woman,180,469,1,1,0,0,0,0,0,south-asian,49,female,black,48,female,yes,[6],no,2627
3,choice,0,Casual,East/Southeast Asian,31,woman,469,180,1,1,0,0,0,0,1,black,48,female,south-asian,49,female,yes,[6],no,2627
3,choice,0,Casual,East/Southeast Asian,31,woman,388,405,3,3,0,0,0,0,0,east-asian,30,female,east-asian,31,female,yes,[6],no,1580
3,choice,0,Casual,East/Southeast Asian,31,woman,405,388,3,3,0,0,0,0,1,east-asian,31,female,east-asian,30,female,yes,[6],no,1580
3,choice,0,Casual,East/Southeast Asian,31,woman,405,180,3,1,2,1,1,0,1,east-asian,31,female,south-asian,49,female,yes,[6],no,2451
3,choice,0,Casual,East/Southeast Asian,31,woman,180,405,1,3,-2,-1,-1,0,0,south-asian,49,female,east-asian,31,female,yes,[6],no,2451
3,choice,0,Casual,East/Southeast Asian,31,woman,248,405,2,3,-1,-1,0,0,0,black,29,female,east-asian,31,female,yes,[6],no,1256
3,choice,0,Casual,East/Southeast Asian,31,woman,405,248,3,2,1,1,0,0,1,east-asian,31,female,black,29,female,yes,[6],no,1256
3,choice,0,Casual,East/Southeast Asian,31,woman,405,469,3,1,2,1,1,0,1,east-asian,31,female,black,48,female,yes,[6],no,918
3,choice,0,Casual,East/Southeast Asian,31,woman,469,405,1,3,-2,-1,-1,0,0,black,48,female,east-asian,31,female,yes,[6],no,918
4,choice,0,Casual,White,18,woman,130,4,3,2,1,1,0,0,0,white,23,female,latino,23,female,yes,[8],no,6693
4,choice,0,Casual,White,18,woman,4,130,2,3,-1,-1,0,0,1,latino,23,female,white,23,female,yes,[8],no,6693
4,choice,0,Casual,White,18,woman,80,298,2,1,1,1,1,-1,1,white,23,male,east-asian,47,female,yes,[8],no,1883
4,choice,0,Casual,White,18,woman,298,80,1,2,-1,-1,-1,1,0,east-asian,47,female,white,23,male,yes,[8],no,1883
4,choice,0,Casual,White,18,woman,144,615,3,1,2,1,1,0,0,white,23,female,east-asian,38,female,yes,[8],no,1624
4,choice,0,Casual,White,18,woman,615,144,1,3,-2,-1,-1,0,1,east-asian,38,female,white,23,female,yes,[8],no,1624
4,choice,0,Casual,White,18,woman,478,298,0,1,-1,0,0,-1,0,black,40,male,east-asian,47,female,yes,[8],no,1736
4,choice,0,Casual,White,18,woman,298,478,1,0,1,0,0,1,1,east-asian,47,female,black,40,male,yes,[8],no,1736
4,choice,0,Casual,White,18,woman,80,615,2,1,1,1,1,-1,0,white,23,male,east-asian,38,female,yes,[8],no,820
4,choice,0,Casual,White,18,woman,615,80,1,2,-1,-1,-1,1,1,east-asian,38,female,white,23,male,yes,[8],no,820
4,choice,0,Casual,White,18,woman,130,478,3,0,3,1,1,1,0,white,23,female,black,40,male,yes,[8],no,955
4,choice,0,Casual,White,18,woman,478,130,0,3,-3,-1,-1,-1,1,black,40,male,white,23,female,yes,[8],no,955
4,choice,0,Casual,White,18,woman,4,80,2,2,0,-1,0,1,1,latino,23,female,white,23,male,yes,[8],no,1215
4,choice,0,Casual,White,18,woman,80,4,2,2,0,1,0,-1,0,white,23,male,latino,23,female,yes,[8],no,1215
4,choice,0,Casual,White,18,woman,144,478,3,0,3,1,1,1,0,white,23,female,black,40,male,yes,[8],no,1109
4,choice,0,Casual,White,18,woman,478,144,0,3,-3,-1,-1,-1,1,black,40,male,white,23,female,yes,[8],no,1109
4,choice,0,Casual,White,18,woman,4,615,2,1,1,0,1,0,1,latino,23,female,east-asian,38,female,yes,[8],no,1116
4,choice,0,Casual,White,18,woman,615,4,1,2,-1,0,-1,0,0,east-asian,38,female,latino,23,female,yes,[8],no,1116
4,choice,0,Casual,White,18,woman,144,130,3,3,0,0,0,0,1,white,23,female,white,23,female,yes,[8],no,1649
4,choice,0,Casual,White,18,woman,130,144,3,3,0,0,0,0,0,white,23,female,white,23,female,yes,[8],no,1649
4,choice,0,Casual,White,18,woman,478,615,0,1,-1,0,0,-1,0,black,40,male,east-asian,38,female,yes,[8],no,1382
4,choice,0,Casual,White,18,woman,615,478,1,0,1,0,0,1,1,east-asian,38,female,black,40,male,yes,[8],no,1382
4,choice,0,Casual,White,18,woman,298,718,1,0,1,0,0,1,0,east-asian,47,female,latino,31,male,yes,[8],no,1078
4,choice,0,Casual,White,18,woman,718,298,0,1,-1,0,0,-1,1,latino,31,male,east-asian,47,female,yes,[8],no,1078
4,choice,0,Casual,White,18,woman,615,130,1,3,-2,-1,-1,0,0,east-asian,38,female,white,23,female,yes,[8],no,1954
4,choice,0,Casual,White,18,woman,130,615,3,1,2,1,1,0,1,white,23,female,east-asian,38,female,yes,[8],no,1954
4,choice,0,Casual,White,18,woman,718,478,0,0,0,0,0,0,1,latino,31,male,black,40,male,yes,[8],no,1157
4,choice,0,Casual,White,18,woman,478,718,0,0,0,0,0,0,0,black,40,male,latino,31,male,yes,[8],no,1157
4,choice,0,Casual,White,18,woman,615,298,1,1,0,0,0,0,1,east-asian,38,female,east-asian,47,female,yes,[8],no,1591
4,choice,0,Casual,White,18,woman,298,615,1,1,0,0,0,0,0,east-asian,47,female,east-asian,38,female,yes,[8],no,1591
4,choice,0,Casual,White,18,woman,144,4,3,2,1,1,0,0,0,white,23,female,latino,23,female,yes,[8],no,627
4,choice,0,Casual,White,18,woman,4,144,2,3,-1,-1,0,0,1,latino,23,female,white,23,female,yes,[8],no,627
